drone_id,package_weight,package_length,package_width,package_height,package_destination_city,package_destination_country,package_origin_country,package_delivery_date,package_value,package_insurance,drone_cost,drone_manufacture,drone_model
788,279.84,78,96.68,12.16,Athy,Ireland,Ireland,03-12-2013,Euro,TRUE,3148,Parrot,DJI Mavic Pro
789,370.94,12.39,34.05,90.42,Shankill,Ireland,Ireland,07-05-2012,Euro,FALSE,4209,DJI,DJI Phantom 4
790,438.17,8.08,69.71,93.81,Cork,Ireland,Ireland,8/21/2014,Euro,FALSE,2986,UDI,Parrot Bebop 2
791,329.4,50.19,40.64,85.57,Dundrum,Ireland,Ireland,6/28/2012,Euro,FALSE,9853,3DR,DJI Inspire 2
792,72.29,10.83,86.13,63.33,Farranacoush,Ireland,Ireland,10/20/2012,Euro,TRUE,5436,Hubsan,DJI Inspire 2
793,391.54,62.05,97.97,94.03,Monasterevin,Ireland,Ireland,8/23/2015,Euro,TRUE,3655,Yuneec,Parrot Bebop 2
794,356.64,19.42,44.56,3.84,Sandymount,Ireland,Ireland,09-03-2012,Euro,TRUE,898,DJI,DJI Mavic Pro
795,471.93,99.11,87.61,73.13,Kinsale,Ireland,Ireland,10/28/2013,Euro,TRUE,3167,DJI,DJI Phantom 4
796,479.78,94.98,4.71,29.6,Cherryville,Ireland,Ireland,4/16/2012,Euro,FALSE,8548,Autel Robotics,DJI Phantom 4
797,145.21,82.99,77.35,45.32,Sallins,Ireland,Ireland,03-01-2015,Euro,TRUE,4217,Potensic,Parrot Bebop 2
798,465.66,66.75,78.68,35.85,Aughrim,Ireland,Ireland,07-09-2012,Euro,FALSE,8700,Potensic,DJI Phantom 4
799,122.52,24.53,56.97,80.56,Aughrim,Ireland,Ireland,2/29/2016,Euro,TRUE,1545,Potensic,Yuneec Typhoon H Pro
800,225.12,85.56,6.63,33.41,Balrothery,Ireland,Ireland,3/14/2016,Euro,FALSE,2486,Hubsan,DJI Mavic Pro
801,61.4,5.94,38.47,49.24,Granard,Ireland,Ireland,11/27/2014,Euro,TRUE,3677,Syma,Yuneec Typhoon H Pro
802,115.83,83.99,18.88,33.92,Gort,Ireland,Ireland,5/22/2012,Euro,FALSE,1545,Parrot,DJI Inspire 2
803,249.82,23.4,40.86,78.12,Ratoath,Ireland,Ireland,6/14/2012,Euro,FALSE,4689,UDI,DJI Phantom 4
804,459.02,28.51,69.35,1.16,Shankill,Ireland,Ireland,12/25/2013,Euro,FALSE,7615,Yuneec,DJI Inspire 2
805,52,71.11,40.92,61.95,Dalkey,Ireland,Ireland,4/27/2015,Euro,FALSE,6758,DJI,Parrot Bebop 2
806,52.25,38.21,98.62,21.63,Bearna,Ireland,Ireland,11/30/2015,Euro,TRUE,3452,Hubsan,Yuneec Typhoon H Pro
807,421.15,51.45,56.17,35.88,Watergrasshill,Ireland,Ireland,7/15/2012,Euro,FALSE,2410,Autel Robotics,Parrot Bebop 2
808,404.24,19.99,91.5,87.19,Dunmanway,Ireland,Ireland,07-03-2015,Euro,FALSE,6822,Parrot,Parrot Bebop 2
809,194.73,88.02,53.78,22.97,Moville,Ireland,Ireland,03-02-2016,Euro,TRUE,3156,3DR,DJI Phantom 4
810,320.31,58.77,91.67,82.31,Glasnevin,Ireland,Ireland,6/30/2014,Euro,FALSE,4739,Autel Robotics,Yuneec Typhoon H Pro
811,485.94,24.26,36.18,45.36,Aughrim,Ireland,Ireland,4/15/2013,Euro,TRUE,1367,Potensic,DJI Phantom 4
812,409.56,55.49,37.97,62.46,Aughrim,Ireland,Ireland,5/20/2012,Euro,FALSE,9953,UDI,DJI Phantom 4
813,354.85,21.32,32.93,10.34,Fermoy,Ireland,Ireland,07-08-2012,Euro,FALSE,7137,Holy Stone,Yuneec Typhoon H Pro
814,455.64,86.19,90.9,95,Ballymahon,Ireland,Ireland,3/31/2015,Euro,TRUE,131,Potensic,DJI Phantom 4
815,29.31,9.79,10.66,71.48,Cherryville,Ireland,Ireland,6/16/2015,Euro,FALSE,4634,Yuneec,Yuneec Typhoon H Pro
816,12.28,52.75,34.05,33.26,Aghada,Ireland,Ireland,06-09-2016,Euro,FALSE,3840,Hubsan,DJI Mavic Pro
817,177.79,22.54,92.8,4.94,Blarney,Ireland,Ireland,11-04-2014,Euro,TRUE,4621,DJI,DJI Mavic Pro
818,130.46,80.88,30.53,11.99,Sallins,Ireland,Ireland,5/21/2014,Euro,TRUE,1065,DJI,DJI Mavic Pro
819,105.66,73.98,50.9,26.89,Oranmore,Ireland,Ireland,11/27/2015,Euro,FALSE,8461,JJRC,Parrot Bebop 2
820,30.83,23.69,5.18,45.23,Cobh,Ireland,Ireland,11/30/2015,Euro,FALSE,4002,3DR,DJI Mavic Pro
821,287.29,52.41,28.95,78.61,Sandymount,Ireland,Ireland,10-05-2015,Euro,TRUE,1722,Potensic,Parrot Bebop 2
822,442.26,8.55,84.58,82.35,Booterstown,Ireland,Ireland,7/17/2012,Euro,FALSE,2217,Syma,DJI Inspire 2
823,157.55,11.28,81.3,89.49,Ballyhaunis,Ireland,Ireland,5/26/2013,Euro,TRUE,7360,JJRC,DJI Inspire 2
824,254.06,99.99,7.79,93.14,Greystones,Ireland,Ireland,12/21/2012,Euro,FALSE,9776,Yuneec,DJI Inspire 2
825,357.64,39.85,57.39,2.81,Kilcullen,Ireland,Ireland,8/17/2013,Euro,FALSE,2746,DJI,DJI Phantom 4
826,17.33,66.2,19.05,47.26,Kilmacanoge,Ireland,Ireland,05-03-2015,Euro,TRUE,4157,Potensic,Yuneec Typhoon H Pro
827,466.35,50.01,84.16,7.81,Portumna,Ireland,Ireland,6/24/2015,Euro,FALSE,5187,3DR,DJI Mavic Pro
828,356.85,87.16,76.66,77.76,Sandymount,Ireland,Ireland,4/24/2015,Euro,TRUE,3041,Hubsan,Parrot Bebop 2
829,369.73,73.07,91.18,95.4,Granard,Ireland,Ireland,02-12-2016,Euro,FALSE,6307,Autel Robotics,DJI Phantom 4
830,217.98,12.2,53.87,15.81,Balrothery,Ireland,Ireland,11/23/2013,Euro,FALSE,7759,Hubsan,DJI Phantom 4
831,149.49,75.44,44.67,38.07,Gort,Ireland,Ireland,6/29/2014,Euro,TRUE,5607,DJI,DJI Mavic Pro
832,430.95,22.64,90.29,66.12,Ballybofey,Ireland,Ireland,12-01-2016,Euro,FALSE,6190,Hubsan,Parrot Bebop 2
833,472.11,49.18,11.32,28.84,Castlebellingham,Ireland,Ireland,08-06-2016,Euro,TRUE,6075,DJI,Parrot Bebop 2
834,72.59,84.5,14.32,93.62,Bayside,Ireland,Ireland,12-03-2014,Euro,TRUE,9764,Yuneec,DJI Inspire 2
835,113.34,40.83,37.58,26.32,Ballybofey,Ireland,Ireland,11-01-2016,Euro,FALSE,5031,DJI,DJI Inspire 2
836,484.77,21.73,55,16.29,Kilcullen,Ireland,Ireland,02-06-2012,Euro,FALSE,6017,Autel Robotics,Yuneec Typhoon H Pro
837,263.97,61.66,39.09,34.49,Killorglin,Ireland,Ireland,08-10-2014,Euro,TRUE,2494,Holy Stone,Parrot Bebop 2
838,152.51,80.09,40.58,27.6,Swinford,Ireland,Ireland,5/16/2014,Euro,FALSE,3179,Holy Stone,Yuneec Typhoon H Pro
839,37.25,92.84,97.23,68.72,Ballyboden,Ireland,Ireland,6/26/2013,Euro,TRUE,4433,Potensic,Yuneec Typhoon H Pro
840,251.12,47.42,19.03,43.64,Ratoath,Ireland,Ireland,5/15/2015,Euro,FALSE,7707,Autel Robotics,DJI Phantom 4
841,173.31,93.17,6.86,15.56,Glasnevin,Ireland,Ireland,08-01-2013,Euro,TRUE,8206,Parrot,Parrot Bebop 2
842,96.4,59.66,86.19,36.28,Swords,Ireland,Ireland,7/30/2016,Euro,FALSE,8780,UDI,Yuneec Typhoon H Pro
843,244.1,13.12,58.5,58.23,Macroom,Ireland,Ireland,07-11-2014,Euro,FALSE,3531,Potensic,DJI Mavic Pro
844,178.53,67.69,30.2,42.6,Cashel,Ireland,Ireland,3/20/2016,Euro,FALSE,1999,Hubsan,DJI Mavic Pro
845,190.93,18.78,87.77,70.47,Greenhills,Ireland,Ireland,02-02-2015,Euro,TRUE,451,Potensic,Yuneec Typhoon H Pro
846,130.16,77.96,2.73,59.47,Tuam,Ireland,Ireland,4/16/2012,Euro,TRUE,348,JJRC,DJI Phantom 4
847,94.22,89.46,14.63,66.84,Granard,Ireland,Ireland,03-11-2015,Euro,FALSE,8235,Syma,Yuneec Typhoon H Pro
848,350.58,31.38,11,28.28,Monkstown,Ireland,Ireland,05-09-2015,Euro,FALSE,3813,Potensic,Yuneec Typhoon H Pro
849,293.86,6.3,49.94,66.95,Castleknock,Ireland,Ireland,02-11-2012,Euro,FALSE,7587,Syma,Parrot Bebop 2
850,26.88,46.5,76.13,62.77,Malahide,Ireland,Ireland,3/18/2015,Euro,TRUE,9185,Syma,DJI Phantom 4
851,166.9,3.14,6.72,60.56,Castlerea,Ireland,Ireland,09-07-2015,Euro,FALSE,483,JJRC,DJI Inspire 2
852,369.26,96.3,43.04,17.42,Cluain Meala,Ireland,Ireland,04-10-2015,Euro,TRUE,6443,DJI,Parrot Bebop 2
853,35.41,42.26,78.05,57.69,Oranmore,Ireland,Ireland,7/25/2015,Euro,TRUE,4612,Parrot,Yuneec Typhoon H Pro
854,261.59,84,10.37,66.85,Donegal,Ireland,Ireland,04-08-2012,Euro,TRUE,1986,Yuneec,Parrot Bebop 2
855,271.41,30.2,59.63,80.96,Navan,Ireland,Ireland,10/30/2016,Euro,TRUE,6609,Yuneec,DJI Inspire 2
856,77.3,4.44,35.19,78.57,Raphoe,Ireland,Ireland,1/17/2015,Euro,TRUE,1806,Holy Stone,DJI Inspire 2
857,474.29,12.74,62.35,24.94,Ballybofey,Ireland,Ireland,09-02-2012,Euro,TRUE,9097,JJRC,DJI Phantom 4
858,447.11,73.92,52.96,53.99,Caherconlish,Ireland,Ireland,08-05-2014,Euro,TRUE,3977,UDI,DJI Inspire 2
859,61.9,72.94,2.96,11.54,Stradbally,Ireland,Ireland,11-08-2012,Euro,FALSE,8213,UDI,Yuneec Typhoon H Pro
860,393.9,21.42,84.61,91.81,Dún Laoghaire,Ireland,Ireland,10/25/2014,Euro,TRUE,1015,Parrot,DJI Mavic Pro
861,244.99,96.74,64.94,80.13,Castlepollard,Ireland,Ireland,1/17/2012,Euro,FALSE,6589,3DR,DJI Mavic Pro
862,441.95,61.49,95.73,48.64,Ballyboden,Ireland,Ireland,02-04-2015,Euro,FALSE,5837,Yuneec,Parrot Bebop 2
863,442.77,71.02,16.17,58.94,Kildare,Ireland,Ireland,04-07-2012,Euro,FALSE,1218,Parrot,DJI Phantom 4
864,426.31,1.9,9.13,98.94,Dungloe,Ireland,Ireland,3/16/2014,Euro,TRUE,3173,Yuneec,Yuneec Typhoon H Pro
865,33.9,78.04,51.55,88.12,Donabate,Ireland,Ireland,03-03-2014,Euro,FALSE,2158,Parrot,Yuneec Typhoon H Pro
866,487.77,39.28,92.49,33.45,Swinford,Ireland,Ireland,4/29/2012,Euro,FALSE,8792,DJI,DJI Phantom 4
867,93.63,74.19,84.04,84.43,Beaumont,Ireland,Ireland,3/29/2015,Euro,FALSE,256,Holy Stone,Parrot Bebop 2
868,272.89,1.75,81.75,51.63,Foxrock,Ireland,Ireland,6/29/2015,Euro,TRUE,1759,Parrot,Parrot Bebop 2
869,327.51,6.17,89.28,60.99,Lucan,Ireland,Ireland,09-05-2013,Euro,TRUE,7414,Autel Robotics,DJI Phantom 4
870,415.52,82.64,25.16,41.16,Cluain Meala,Ireland,Ireland,07-06-2016,Euro,FALSE,9556,DJI,Parrot Bebop 2
871,193.42,66.8,31.02,62.81,Donnybrook,Ireland,Ireland,2/27/2016,Euro,TRUE,1447,Parrot,Yuneec Typhoon H Pro
872,302.39,4.13,24.76,37.1,Cashel,Ireland,Ireland,10-04-2015,Euro,FALSE,6410,Potensic,Yuneec Typhoon H Pro
873,398.3,64.26,4.21,64.6,Skibbereen,Ireland,Ireland,11/20/2012,Euro,FALSE,8883,3DR,DJI Mavic Pro
874,60,85.19,19.36,20.33,Castlebellingham,Ireland,Ireland,07-08-2012,Euro,FALSE,230,Syma,Parrot Bebop 2
875,220.37,41.15,56.32,24.55,Swords,Ireland,Ireland,1/31/2012,Euro,TRUE,6394,Autel Robotics,DJI Inspire 2
876,150.48,18.03,18.31,6.29,Carrigaline,Ireland,Ireland,6/25/2012,Euro,FALSE,3495,Potensic,DJI Mavic Pro
877,157.91,41.85,28.05,48.58,Piltown,Ireland,Ireland,11/15/2013,Euro,FALSE,4769,Syma,Yuneec Typhoon H Pro
878,488.01,88.01,25.7,60.85,Sandymount,Ireland,Ireland,05-12-2013,Euro,TRUE,6448,JJRC,DJI Mavic Pro
879,131.63,53.13,98.48,96.23,Greystones,Ireland,Ireland,01-04-2016,Euro,TRUE,4934,JJRC,Parrot Bebop 2
880,25.44,65.52,70.85,90.84,Bearna,Ireland,Ireland,12-09-2016,Euro,FALSE,4398,Hubsan,DJI Phantom 4
881,270.05,87.74,40.01,66.44,Muff,Ireland,Ireland,06-09-2015,Euro,FALSE,6177,UDI,Yuneec Typhoon H Pro
882,495.37,72.46,5.69,59.51,Raphoe,Ireland,Ireland,10/29/2012,Euro,TRUE,137,Yuneec,Yuneec Typhoon H Pro
883,191.35,77.85,86.01,94.58,Ballisodare,Ireland,Ireland,10-09-2014,Euro,FALSE,8727,DJI,DJI Mavic Pro
884,354.54,34.03,6.96,1.7,Kinsale,Ireland,Ireland,11/16/2012,Euro,FALSE,695,Holy Stone,DJI Inspire 2
885,476.37,33.8,18.09,69.05,Kill,Ireland,Ireland,5/17/2016,Euro,TRUE,507,JJRC,DJI Inspire 2
886,328.93,64.21,65.88,95.58,Navan,Ireland,Ireland,8/17/2014,Euro,TRUE,6787,Autel Robotics,Yuneec Typhoon H Pro
887,396.11,62.06,44.08,7.17,Castlebridge,Ireland,Ireland,08-01-2014,Euro,TRUE,8737,3DR,DJI Phantom 4
888,455.57,23.53,84.88,34.7,Adare,Ireland,Ireland,10-07-2013,Euro,TRUE,2810,Potensic,DJI Inspire 2
889,208.73,44.25,25.94,79.61,Dunleer,Ireland,Ireland,04-01-2013,Euro,TRUE,5230,Potensic,DJI Inspire 2
890,181.99,37.25,63.77,83.61,Coolock,Ireland,Ireland,11/20/2012,Euro,TRUE,9074,Parrot,DJI Phantom 4
891,80.2,3.45,85.05,42.31,Dungarvan,Ireland,Ireland,2/13/2015,Euro,TRUE,3448,DJI,DJI Phantom 4
892,134.74,73.32,24.27,29,Ratoath,Ireland,Ireland,09-01-2013,Euro,TRUE,9962,Syma,Yuneec Typhoon H Pro
893,171.7,44.38,8.29,68.25,Rathangan,Ireland,Ireland,2/15/2015,Euro,FALSE,769,Holy Stone,DJI Phantom 4
894,81.24,54.82,70.38,15.16,Kinsealy-Drinan,Ireland,Ireland,2/13/2014,Euro,TRUE,2490,3DR,DJI Phantom 4
895,264.86,20.66,63.65,35.74,Ashford,Ireland,Ireland,1/22/2015,Euro,TRUE,7652,Syma,DJI Inspire 2
896,258.02,75.97,25.01,74.29,Foxrock,Ireland,Ireland,4/15/2014,Euro,TRUE,7509,Potensic,DJI Mavic Pro
897,407.23,4.21,60,7.22,Donegal,Ireland,Ireland,10-04-2014,Euro,TRUE,2309,Holy Stone,DJI Mavic Pro
898,245.3,55.55,12.53,78.24,Glasnevin,Ireland,Ireland,1/17/2014,Euro,FALSE,3280,Syma,DJI Inspire 2
899,215.73,16.56,29.39,14.95,Templeogue,Ireland,Ireland,6/29/2014,Euro,FALSE,5362,JJRC,Yuneec Typhoon H Pro
900,150.76,64.35,73.37,66.11,Portarlington,Ireland,Ireland,10/13/2012,Euro,TRUE,556,Hubsan,Parrot Bebop 2
901,424.31,34.01,67.62,27.2,Watergrasshill,Ireland,Ireland,1/25/2014,Euro,FALSE,3391,DJI,Parrot Bebop 2
902,413.12,14.63,37.29,97.76,Dublin,Ireland,Ireland,8/25/2013,Euro,FALSE,1725,Syma,Yuneec Typhoon H Pro
903,46.07,93.64,54.37,8.97,Daingean,Ireland,Ireland,12/29/2015,Euro,TRUE,8408,JJRC,Parrot Bebop 2
904,304.42,42.42,22.34,58.55,Rathdrum,Ireland,Ireland,02-10-2015,Euro,TRUE,1312,UDI,Parrot Bebop 2
905,76.61,55.98,7.6,33.04,Ashford,Ireland,Ireland,02-09-2016,Euro,FALSE,3827,Yuneec,DJI Mavic Pro
906,31.22,2.29,41.56,43.64,Balally,Ireland,Ireland,2/22/2016,Euro,TRUE,8505,Potensic,Parrot Bebop 2
907,19.28,83.96,67.66,35.88,Ballisodare,Ireland,Ireland,11-10-2016,Euro,FALSE,6243,3DR,DJI Inspire 2
908,464.86,84.09,30.69,25.82,Greenhills,Ireland,Ireland,5/20/2014,Euro,FALSE,6164,Holy Stone,Parrot Bebop 2
909,283.84,68.64,24.66,37.32,Raphoe,Ireland,Ireland,12/20/2013,Euro,FALSE,6128,Syma,DJI Inspire 2
910,308.86,87.72,80.56,9.29,Donabate,Ireland,Ireland,05-02-2012,Euro,FALSE,743,Parrot,Parrot Bebop 2
911,451.75,95.47,45.98,84.81,Clogherhead,Ireland,Ireland,12/24/2016,Euro,TRUE,1039,Yuneec,DJI Mavic Pro
912,359.85,16.72,19.63,45.64,Kingscourt,Ireland,Ireland,11-07-2015,Euro,TRUE,3678,Syma,Yuneec Typhoon H Pro
913,416.48,23.73,63.97,94.5,Lucan,Ireland,Ireland,12/28/2013,Euro,TRUE,1683,DJI,DJI Phantom 4
914,481.08,72.53,16.14,46.75,Fermoy,Ireland,Ireland,6/14/2014,Euro,FALSE,686,Holy Stone,DJI Phantom 4
915,67.67,22.34,22.44,24.33,Skerries,Ireland,Ireland,06-05-2015,Euro,TRUE,7533,DJI,DJI Mavic Pro
916,428.19,20.95,46.8,69.34,Rathangan,Ireland,Ireland,03-11-2016,Euro,FALSE,4694,Yuneec,Parrot Bebop 2
917,135.44,91.53,96.1,25.16,Tullyallen,Ireland,Ireland,01-11-2013,Euro,TRUE,5143,JJRC,DJI Phantom 4
918,184.67,97.45,73.41,73.19,Listowel,Ireland,Ireland,2/16/2016,Euro,TRUE,4429,UDI,Parrot Bebop 2
919,292.17,58.83,16.41,43.44,Kildare,Ireland,Ireland,6/18/2014,Euro,FALSE,2391,DJI,DJI Mavic Pro
920,187.01,7.54,11.22,42.31,Cherryville,Ireland,Ireland,12/14/2012,Euro,FALSE,7921,Yuneec,Parrot Bebop 2
921,104.68,72.6,30.49,67.41,Boyle,Ireland,Ireland,5/28/2012,Euro,FALSE,6466,Hubsan,DJI Inspire 2
922,55.55,18.62,81.78,43.87,Raphoe,Ireland,Ireland,09-04-2016,Euro,FALSE,3227,UDI,Yuneec Typhoon H Pro
923,362.07,55.63,12.41,22.76,Moville,Ireland,Ireland,8/20/2014,Euro,TRUE,4290,UDI,DJI Inspire 2
924,316.06,37.74,42.51,53.59,Adare,Ireland,Ireland,06-11-2012,Euro,FALSE,5429,Holy Stone,Yuneec Typhoon H Pro
925,381.49,10.69,6.69,55.2,Tallaght,Ireland,Ireland,10-09-2016,Euro,TRUE,5655,3DR,DJI Mavic Pro
926,295.95,71.44,16.14,14.97,Clondalkin,Ireland,Ireland,4/17/2015,Euro,TRUE,7066,3DR,DJI Phantom 4
927,443.63,99.15,16.77,53.8,Cluain Meala,Ireland,Ireland,4/28/2015,Euro,TRUE,8751,Parrot,DJI Phantom 4
928,218.62,62.72,77.4,41.73,Sandyford,Ireland,Ireland,04-01-2013,Euro,FALSE,7512,DJI,DJI Mavic Pro
929,250.53,34.18,32.36,25.26,Ballymun,Ireland,Ireland,2/28/2016,Euro,TRUE,1523,Parrot,DJI Mavic Pro
930,364.97,47.31,85.11,48.9,Leixlip,Ireland,Ireland,7/17/2012,Euro,FALSE,6009,Potensic,DJI Phantom 4
931,402.61,3.91,21.35,54.5,Swords,Ireland,Ireland,9/13/2012,Euro,FALSE,3188,Parrot,Yuneec Typhoon H Pro
932,171.24,57.11,89.29,61.96,Listowel,Ireland,Ireland,09-05-2012,Euro,TRUE,5343,Parrot,Yuneec Typhoon H Pro
933,75.06,44.54,52.32,86.56,Swords,Ireland,Ireland,5/30/2012,Euro,TRUE,3817,Syma,Parrot Bebop 2
934,314.46,82.28,88.43,17,Ballinteer,Ireland,Ireland,06-12-2015,Euro,TRUE,7011,UDI,DJI Phantom 4
935,440.5,31.99,91.75,81.86,Donegal,Ireland,Ireland,11/18/2013,Euro,TRUE,5302,JJRC,DJI Phantom 4
936,478.84,28.54,44.61,92.73,Nenagh,Ireland,Ireland,07-11-2016,Euro,TRUE,9628,DJI,Yuneec Typhoon H Pro
937,487.51,52.1,51.94,4.03,Leixlip,Ireland,Ireland,08-12-2014,Euro,TRUE,3121,Parrot,DJI Phantom 4
938,470.09,60.28,74.2,93.38,Dalkey,Ireland,Ireland,5/20/2012,Euro,FALSE,1982,Yuneec,DJI Inspire 2
939,131.43,87.79,12.01,20.36,Claremorris,Ireland,Ireland,8/16/2016,Euro,TRUE,8178,Holy Stone,Parrot Bebop 2
940,66.23,3.05,57.21,7.25,Ballymun,Ireland,Ireland,11/25/2015,Euro,TRUE,219,Potensic,Yuneec Typhoon H Pro
941,242.52,30.87,50.57,75.74,Clones,Ireland,Ireland,8/21/2014,Euro,TRUE,1280,3DR,Yuneec Typhoon H Pro
942,441.49,81.85,77.49,12.88,Tuam,Ireland,Ireland,6/20/2014,Euro,TRUE,7629,Parrot,DJI Mavic Pro
943,455.93,96.2,98.38,17.62,Castleblayney,Ireland,Ireland,2/14/2016,Euro,FALSE,632,Potensic,DJI Mavic Pro
944,152.12,30.46,94.16,92.59,Manorhamilton,Ireland,Ireland,8/21/2013,Euro,TRUE,1060,Autel Robotics,DJI Mavic Pro
945,63.79,63.21,94.23,21.35,Blessington,Ireland,Ireland,2/19/2015,Euro,TRUE,6955,UDI,Yuneec Typhoon H Pro
946,325.39,15.99,70.27,3.39,Kingscourt,Ireland,Ireland,11/19/2015,Euro,TRUE,2155,3DR,DJI Phantom 4
947,141.21,37.94,11.26,18.49,Skibbereen,Ireland,Ireland,07-08-2015,Euro,TRUE,640,Holy Stone,Parrot Bebop 2
948,396.14,39.61,57.29,66.44,Greenhills,Ireland,Ireland,07-03-2015,Euro,TRUE,7665,Potensic,DJI Phantom 4
949,205.99,59.2,39.49,36.67,Dún Laoghaire,Ireland,Ireland,1/16/2016,Euro,FALSE,5201,3DR,DJI Phantom 4
950,204.93,50.35,39.05,57.81,Ballyjamesduff,Ireland,Ireland,7/22/2014,Euro,TRUE,4716,Parrot,DJI Mavic Pro
951,134.17,17.78,71.66,85.45,Ballymahon,Ireland,Ireland,11/15/2016,Euro,TRUE,4969,Potensic,DJI Mavic Pro
952,447.28,50.79,84.96,97.14,Skerries,Ireland,Ireland,02-11-2015,Euro,TRUE,6033,3DR,DJI Phantom 4
953,231.09,84.17,16.54,68.24,Kinsealy-Drinan,Ireland,Ireland,10/26/2014,Euro,FALSE,7912,Hubsan,Parrot Bebop 2
954,420.07,86.99,81.94,60.43,Old Kilcullen,Ireland,Ireland,04-05-2015,Euro,FALSE,4188,Syma,DJI Mavic Pro
955,180.26,46.01,16.7,28.59,Rathangan,Ireland,Ireland,8/24/2012,Euro,TRUE,5274,Holy Stone,DJI Mavic Pro
956,392.07,87.08,58.58,44.63,Cavan,Ireland,Ireland,9/24/2012,Euro,FALSE,2394,3DR,DJI Inspire 2
957,130.77,35.54,64.86,57.74,Ballinteer,Ireland,Ireland,02-04-2016,Euro,FALSE,7643,JJRC,Parrot Bebop 2
958,381.95,32.2,55.37,54.53,Blessington,Ireland,Ireland,9/26/2014,Euro,TRUE,6927,Autel Robotics,DJI Phantom 4
959,487.72,55,92.42,49.76,Tullyallen,Ireland,Ireland,7/25/2015,Euro,FALSE,6552,Parrot,Yuneec Typhoon H Pro
960,236.03,65.42,57.4,77.17,Raphoe,Ireland,Ireland,2/14/2016,Euro,TRUE,5437,DJI,Yuneec Typhoon H Pro
961,137.52,98.33,14.36,39.47,Macroom,Ireland,Ireland,5/15/2012,Euro,TRUE,7323,Autel Robotics,Yuneec Typhoon H Pro
962,277.95,5.91,84.57,61.66,Ardee,Ireland,Ireland,7/18/2016,Euro,FALSE,8440,UDI,DJI Inspire 2
963,336.83,52.04,93.11,27.23,Donegal,Ireland,Ireland,8/29/2013,Euro,FALSE,3246,Hubsan,DJI Mavic Pro
964,370.74,80.36,98.12,75.36,Arklow,Ireland,Ireland,4/28/2014,Euro,FALSE,1247,Autel Robotics,Parrot Bebop 2
965,384.69,50.43,67.29,6.07,Glasnevin,Ireland,Ireland,12/13/2014,Euro,FALSE,7287,Syma,DJI Mavic Pro
966,320.19,90.87,29.14,43.25,Belmullet,Ireland,Ireland,8/17/2016,Euro,FALSE,4285,UDI,Yuneec Typhoon H Pro
967,235.34,6.06,87.48,36.18,Askeaton,Ireland,Ireland,8/31/2016,Euro,FALSE,4833,Holy Stone,DJI Mavic Pro
968,468.4,85.07,34.45,66.64,Macroom,Ireland,Ireland,02-09-2014,Euro,TRUE,764,Yuneec,DJI Inspire 2
969,449.65,82.22,18.71,62.25,Dromiskin,Ireland,Ireland,3/23/2013,Euro,TRUE,5422,Holy Stone,Yuneec Typhoon H Pro
970,388.71,95.37,38.19,93.61,Balally,Ireland,Ireland,03-06-2013,Euro,FALSE,8512,DJI,DJI Phantom 4
971,227.85,43.05,10.48,47.57,Bundoran,Ireland,Ireland,5/24/2016,Euro,TRUE,3046,Hubsan,Parrot Bebop 2
972,224.62,70.53,5.41,88.73,Rathnew,Ireland,Ireland,08-09-2012,Euro,TRUE,6659,DJI,DJI Inspire 2
973,157.64,11.76,79.78,4.04,Ashford,Ireland,Ireland,12/28/2014,Euro,FALSE,6992,Parrot,DJI Mavic Pro
974,427.13,43.1,28.02,52.05,Glasnevin,Ireland,Ireland,10/13/2014,Euro,TRUE,7481,Syma,Parrot Bebop 2
975,182.3,97.7,30.03,3.18,Foxrock,Ireland,Ireland,5/22/2013,Euro,TRUE,7879,Syma,DJI Phantom 4
976,235.25,20.61,69.06,15,Dunleer,Ireland,Ireland,8/21/2013,Euro,FALSE,4223,3DR,DJI Phantom 4
977,379.54,90.88,27.35,12.84,Leixlip,Ireland,Ireland,9/19/2014,Euro,FALSE,8142,Autel Robotics,Parrot Bebop 2
978,104.89,87.27,24.6,31.16,Clones,Ireland,Ireland,12/20/2014,Euro,FALSE,8659,JJRC,DJI Mavic Pro
979,227.37,38.93,47.4,55.14,Dungarvan,Ireland,Ireland,03-02-2014,Euro,TRUE,1192,Syma,Yuneec Typhoon H Pro
980,338.75,20.76,73.58,34.55,Aughrim,Ireland,Ireland,6/28/2012,Euro,FALSE,3589,Holy Stone,DJI Inspire 2
981,74.39,18.2,38.24,36.64,Ballymahon,Ireland,Ireland,05-06-2012,Euro,TRUE,4904,JJRC,Parrot Bebop 2
982,434.11,22.84,66.31,17.12,Confey,Ireland,Ireland,6/16/2012,Euro,TRUE,2455,3DR,DJI Inspire 2
983,268.87,25.48,74.98,13.62,Tuam,Ireland,Ireland,07-10-2012,Euro,TRUE,6417,UDI,DJI Mavic Pro
984,304.02,67.77,24.22,67.97,Trá Mhór,Ireland,Ireland,11-03-2015,Euro,FALSE,4573,Potensic,DJI Phantom 4
985,182.42,39.47,63.62,22.33,Cill Airne,Ireland,Ireland,4/30/2016,Euro,FALSE,6559,Yuneec,Parrot Bebop 2
986,437.52,26.58,77.01,36.55,Ballinteer,Ireland,Ireland,6/15/2014,Euro,FALSE,9145,Holy Stone,Yuneec Typhoon H Pro
987,315.13,7.44,17.66,26.61,Granard,Ireland,Ireland,1/25/2016,Euro,TRUE,4269,DJI,DJI Phantom 4
